sentence,label,source,split
"The flavoured tea tastes very refrigerated and for the milk tea, u can taste the powder.",negative,dynasent_r1,train
By the time we figured out hotel digs and got into our wedding attire it was 8:30 pm.,neutral,dynasent_r1,train
It's not every day the owner of the shop will remember to do that for a customer.,positive,dynasent_r1,train
I had thought it was the battery but was still unsure of what to do.,neutral,dynasent_r1,train
The monthly rates range from $35-40 for a single membership and that includes a pass that's 24/7.,neutral,dynasent_r1,train
Lauren got the man's item out of the case and away the three went.,neutral,dynasent_r1,train
I haven't tried everything offered here.,neutral,dynasent_r1,train
But it turned out okay because we went down to Fremont which has a very lovely buffet for around $12.00 and also did most of our gambling there.,positive,dynasent_r1,train
BUT!!!,neutral,dynasent_r1,train
"When my husband wanted to grab pizza to bring over to our friend's place, I looked at him puzzled.",neutral,dynasent_r1,train
No spot will be left untreated.,positive,dynasent_r1,train
She was clearly proud,neutral,dynasent_r2,train
"At no time did I ever hear any employee say to another asking for help, that they were too busy and to call someone else.",negative,dynasent_r1,train
The girl was very ugly except on the inside.,negative,dynasent_r2,train
I have to say I was surprised that it tasted just like real beef & broccoli.,positive,dynasent_r1,train
Then someone finally came over.,negative,dynasent_r1,train
I should've wore my fat pants or a free flowing dress for this one.,neutral,dynasent_r1,train
"Destination while you are on green tree road 
You need to take driveway uphill 
hotel is in small strip mall then",neutral,dynasent_r1,train
"20 minutes later, still no water, how unconsiderate of our waiter, he apogized and gave us the meal for free.",negative,dynasent_r2,train
"I didn\'t have the opportunity to check our their blade choice on my last excursion, however I will look at them next time my blades are dull.",neutral,dynasent_r2,train
I approached her and asked her a few questions and if she could squeeze me in.,neutral,dynasent_r1,train
I would not know anything about this place if it wasn't for my cousin.,neutral,dynasent_r1,train
$10 glasses of wine and $14 sake flights also to keep it real.,neutral,dynasent_r1,train
Took my business to the Yard House and had a great evening.,positive,dynasent_r1,train
It took me a while to write this review.,neutral,dynasent_r1,train
We were seated in the back room and were waited by 5 different people.,neutral,dynasent_r1,train
Finished every spoonful.,positive,dynasent_r1,train
You can call ahead to check if they have your screen or parts available before coming.,neutral,dynasent_r1,train
I have been a season pass holder for the last 3 years.,neutral,dynasent_r1,train
"If you like quiet eating, order ahead and head for home!",positive,dynasent_r1,train
"It is the NCAA tourney, know the schedule and plan on when to have games on.",neutral,dynasent_r1,train
"I will tell you one great tidbit of advice get there early on the days their open, if you see them bring up new product that just came from their own smokehouse do whatever you can to get that.",neutral,dynasent_r1,train
They bribe me with Bocce ball.,neutral,dynasent_r1,train
Most days I hardly needed any lunch.,neutral,dynasent_r1,train
"I said ""it was ok"".",neutral,dynasent_r1,train
Today I tried baked potato soup after rave reviews by a co-worker.,neutral,dynasent_r1,train
If you have issues with cholesterol you shouldn't eat these.,negative,dynasent_r1,train
"The game never froze, the pin grabber never got stuck... it was a pretty smooth round of bowling.",positive,dynasent_r1,train
$7 bucks will get you 3 tacos for lunch on Tuesday.,neutral,dynasent_r1,train
"Being in an upper management position myself, I can say that any gift card, coupon, refund issues I've personally dealt with immediately to drive the customer loyalty.",neutral,dynasent_r1,train
"The Caesar salad, filet minion meatballs, pasta bolognese, and veal parm were decent choices.",positive,dynasent_r2,train
It would be nice if they hired a pressure washer or put a potted cactus or anything lively in front to make it look more inviting.,negative,dynasent_r1,train
An agent will be with you in a moment.,neutral,dynasent_r1,train
I called and spoke to Jason.,neutral,dynasent_r1,train
Horse meat.,neutral,dynasent_r1,train
"Here we are, up for the annual mammo!",neutral,dynasent_r1,train
Originally had not the best experience.,negative,dynasent_r1,train
We went to that place again. Food was yummy as always.,positive,dynasent_r2,train
Then he was surprised we were ready to order and get the smaller happy hour pizzas.,neutral,dynasent_r1,train
Seriously...Foodgasm!,positive,dynasent_r1,train
"There's something named ""La Casa Potencia (Power House)"" here.",neutral,dynasent_r2,train
Its all over.,neutral,dynasent_r1,train
Ordered the chicken pot pie and it was devine.,positive,dynasent_r1,train
Then my main course was the potato scramble.,neutral,dynasent_r1,train
Simple enough right?,neutral,dynasent_r1,train
The bacon was smoked and a bit.,neutral,dynasent_r1,train
I mean yes it's Vegas and we want to look good in our dresses but we also want to eat so we don't get wasted.,positive,dynasent_r1,train
I'm going to keep this simple.,neutral,dynasent_r1,train
By the way we ended up going to red lobster where they made us feel welcome.,positive,dynasent_r1,train
"It's kinda of like chick-fil-a,.",neutral,dynasent_r1,train
"Elegantly produced and expressively performed , the six musical numbers crystallize key plot moments into minutely detailed wonders of dreamlike ecstasy .",positive,sst_local,train
Just visiting Las Vegas and our Westie needed a bath.,neutral,dynasent_r1,train
I left well before checkout time but which I do not remember at all.,neutral,dynasent_r2,train
I think LiLy might have liked that dish more than me.,positive,dynasent_r1,train
This one is one for the books!,positive,dynasent_r1,train
I speak fluent Cantonese being HK born so language was not a barrier.,neutral,dynasent_r1,train
Not my favorite.,negative,dynasent_r1,train
I put in an order on the Wingstop App for delivery and it went through smooth.,positive,dynasent_r1,train
1 carat total.,neutral,dynasent_r1,train
The service is a little slow at lunch time because they get a rush hour thing going on.,negative,dynasent_r1,train
"What you do with your life, I don't care.",neutral,dynasent_r1,train
"Next, I ask her about Colic.",neutral,dynasent_r1,train
Total price on a meal for me and my daughter at 22.00.,neutral,dynasent_r1,train
"Even if it made its original release date last fall , it would 've reeked of a been-there , done-that sameness .",negative,sst_local,train
I have been with Dr. Docasar for almost 2 years now.,neutral,dynasent_r1,train
"I don't know if I will come here again, it's very far",negative,dynasent_r2,train
I think I've literally eaten everything on it.,positive,dynasent_r1,train
"When I saw this place I thought oh, and the place is awesome, wait staff is very friendly, we all make mistakes and this was one of them, there was nothing nice about the food.",negative,dynasent_r2,train
"The ticket counter lady mentioned Sandwich Carvery but was trying to steer us to ""nicer"" places.",neutral,dynasent_r1,train
"For those who drink ""real"" beer, the 8th Street Ale or KiltLifter may be more to your liking.",positive,dynasent_r1,train
"I was little disappointed in the spicy beef noodle; it was missing that spice, again it's a fusion restaurant I shouldn't put too much into this noodle, as it takes one of a kind restaurant to get it right.",negative,dynasent_r1,train
It 's not just the vampires that are damned in Queen of the Damned -- the viewers will feel they suffer the same fate .,negative,sst_local,train
I went into purchase laundry pair and gaming headsets.....,neutral,dynasent_r1,train
"She said yah, but we have coupons online.",neutral,dynasent_r1,train
"The leads are natural and lovely , the pace is serene , the humor wry and sprightly .",positive,sst_local,train
Aggravating and tedious .,negative,sst_local,train
"I didn't smell anything, which was surprising.",neutral,dynasent_r1,train
I guess advertising works.,neutral,dynasent_r1,train
They ended up staying very late to make sure the job was done right.,positive,dynasent_r1,train
"Spent about 20 mins there, and walked around the place to find a large swing to chill on and even a back wall looking lounge area.",neutral,dynasent_r1,train
We said we would go,neutral,dynasent_r2,train
Lunch I got brown rice with garlic steak.,neutral,dynasent_r1,train
You should get the pasta with Old World sauce and the house dressing with the salad.,neutral,dynasent_r2,train
They give you champagne.,positive,dynasent_r1,train
Always room for improvement - front desk.. My appointment was for 2:30pm and my stylist didn't greet me until 2:45.,negative,dynasent_r1,train
Looked like it was done at the factory.,neutral,dynasent_r1,train
Skip this turd and pick your nose instead because you 're sure to get more out of the latter experience .,negative,sst_local,train
"A profoundly stupid affair , populating its hackneyed and meanspirited storyline with cardboard characters and performers who value cash above credibility .",negative,sst_local,train
I described it as a beer float.,neutral,dynasent_r1,train
Lol I like the fact you have the giant German pretzels on a big hanging hook.,positive,dynasent_r2,train
Came in late (9:45) on a Saturday night.,neutral,dynasent_r1,train
Burrata is an Italian cheese made form mozzarella and cream. divine,positive,dynasent_r2,train
Stopped at Redbox and decided to grab a hot fudge sundae while I was there.,neutral,dynasent_r1,train
Very friendly upon entering.,positive,dynasent_r1,train
Check your orders!,neutral,dynasent_r1,train
I frequent restaurant's and sports bars all over the valley because I travel a lot for work.,neutral,dynasent_r1,train
I was so happy!,positive,dynasent_r1,train
"Dessert - my introduction to Jeni's ice cream, I'm not sure if I will ever forget (or forgive) my dining partner for the impact this may have on my waistline  ;o)

L'addition - didn't even look at it and didn't care.",positive,dynasent_r1,train
I get it !,neutral,dynasent_r1,train
"The place was full at 7pm, but we still got seats when we got there.",positive,dynasent_r2,train
"Once the place started to fill up, it started to get loud.",negative,dynasent_r1,train
Draw your own conclusions here.,neutral,dynasent_r1,train
We asked if they could seat us and were told in an hour.,neutral,dynasent_r1,train
The supervisor had an incredible gift for getting the least out of his employees.,negative,dynasent_r2,train
Let's not kid ourselves: I am a complete sushi novice.,neutral,dynasent_r1,train
I ordered a glass of wine and hub ordered a beer.,neutral,dynasent_r1,train
At least the movies were free.,positive,dynasent_r2,train
"Definitely the most inconsistent In-N-Out I've been to spanning California, Nevada and Utah. Inconsistent because it was much better than any others.",positive,dynasent_r2,train
"If you have never tried mole, this is the place to do it.",positive,dynasent_r1,train
"My boss, who accompanied me, is completely into the undead but went along with me because she's a good sport.",neutral,dynasent_r2,train
I called the Vegas store and they had one bag left!,neutral,dynasent_r1,train
Really good deal for $6.,positive,dynasent_r1,train
"I was a bit nervous as I have some physical issues that my instructor, Ashley knows very well!",positive,dynasent_r1,train
Was really just looking.,neutral,dynasent_r1,train
It's like my old gym that was adjacent to a Krispy Kreme...such terrible temptation.,neutral,dynasent_r1,train
This big boy is HUMUNGO and only for the most massive of appetites.,neutral,dynasent_r1,train
I've been there twice so far.,neutral,dynasent_r1,train
"It is parochial , accessible to a chosen few , standoffish to everyone else , and smugly suggests a superior moral tone is more important than filmmaking skill",negative,sst_local,train
To make things worse I had exactly two months until my wedding!,negative,dynasent_r1,train
I used to go to this place with my Korean friends and family for naeng-myun and other Korean dishes.,neutral,dynasent_r1,train
A quietly moving look back at what it was to be Iranian-American in 1979 .,positive,sst_local,train
"The *only* complaint is that they sort of shoved us in a corner table (not sure if the fact that we are an obviously pierced/tattooed couple had anything to do with it), but a better table would have been nice.",negative,dynasent_r1,train
Garlic pepperoni pizza.,neutral,dynasent_r1,train
I work at Tivoli Village and have been here on three occassions.,neutral,dynasent_r1,train
"After one bite, you want to eat like 5 more pieces of ""chicken.""",positive,dynasent_r1,train
"Again, WOW.",positive,dynasent_r1,train
Didn't even take a break.,neutral,dynasent_r1,train
Plus if local food not your thing they have another whole section of the menu of Chinese.,positive,dynasent_r1,train
"As satisfyingly odd and intriguing a tale as it was a century and a half ago ... has a delightfully dour , deadpan tone and stylistic consistency .",positive,sst_local,train
"Our reservation was on Sunday at 5pm to accommodate our show, we didn't make it though.",negative,dynasent_r2,train
"for those for whom the name Woody Allen was once a guarantee of something fresh , sometimes funny , and usually genuinely worthwhile , Hollywood Ending is a depressing experience",negative,sst_local,train
"All brides know how important it is to stay on schedule on your wedding day, no matter how laid back you are.",neutral,dynasent_r1,train
Make them good.,neutral,dynasent_r1,train
Not so much.,neutral,dynasent_r1,train
They obviously know each other.,neutral,dynasent_r1,train
This company along with others have been contracted by LA DWP to perform HVAC service and thermostat replacement as part of an energy saving program.,neutral,dynasent_r1,train
We went because our friends were raving about it.,positive,dynasent_r1,train
"Sigh, now I have to fight will power.",neutral,dynasent_r1,train
"Well, that's okay, right?",neutral,dynasent_r1,train
We will be returning ASAP.,positive,dynasent_r2,train
"That's right, they have a ping pong table in the basement.",neutral,dynasent_r1,train
I rarely treat myself to a nail salon because I have had some bad luck in town and I just did mine at home rather poorly for free.,neutral,dynasent_r1,train
Our stay and the room and everything was wonderful.,positive,dynasent_r1,train
I went to this restaurant with my husband today after we got a 50% off voucher from Livingsocial.,neutral,dynasent_r1,train
Maybe the bad reviews are from people ordering the wrong things.,neutral,dynasent_r1,train
This isn't a spa.,negative,dynasent_r1,train
First time the lady was so nice.,positive,dynasent_r1,train
I live close by but wanted to call in the order & go pick it up.,positive,dynasent_r1,train
It was a hot day and my 4 yr old was looking forward to a slush puppy after our game - this would've been his first.,neutral,dynasent_r1,train
Had the ENTIRE Summerlicious menu.,positive,dynasent_r1,train
It's now starting to wear off.,neutral,dynasent_r1,train
Perfect for a date night.,positive,dynasent_r1,train
"Trust me, for a long time, as I kept seeing ""The Vig"" constantly pop up on my Facebook newsfeed, I instantly thought this place was just a trendy restaurant.",neutral,dynasent_r1,train
Does an impressive job of relating the complicated history of the war and of filling in the background .,positive,sst_local,train
She said she would communicate with me during the process and reach out to other offices to help find me a job in my desired state.,positive,dynasent_r1,train
He hasn't asked us if we would like more drinks/water/etc.,negative,dynasent_r1,train
"Bagels were crunchy and chewy, vastly different from the bagels I've eaten in LA.",neutral,dynasent_r1,train
A couple singers were on video !!,positive,dynasent_r1,train
Surprised some friends at Pearson prior to their connecting flight home.,positive,dynasent_r1,train
Took 25 mins to be ready.,neutral,dynasent_r1,train
"Worth seeing once , but its charm quickly fades .",neutral,sst_local,train
I called asking her about the 50% off party packages they were advertising; for her to say she will see into that and hung up on me.,negative,dynasent_r1,train
Plus the fact that there is no casino!,negative,dynasent_r1,train
The first time I came to this Café I got lost trying to find it.,negative,dynasent_r1,train
"Mr. Caine and Mr. Fraser are the whole show here , with their memorable and resourceful performances .",positive,sst_local,train
There has been times where I've been in and out within five minutes with amazing customer service.,positive,dynasent_r1,train
We noticed as many people getting take out as eating in.,neutral,dynasent_r1,train
A chick flick for guys .,neutral,sst_local,train
"As the menu reads: this is a bar that serves food, not a restaurant that serves booze.",neutral,dynasent_r1,train
Grab a drink at the bar as you wait for your table.,positive,dynasent_r1,train
I left extra stuffed....,positive,dynasent_r1,train
Never once were we told that we had to stay in one single file line and not change.,negative,dynasent_r1,train
Amenities aren't impressive.,negative,dynasent_r1,train
waydowntown manages to nail the spirit-crushing ennui of denuded urban living without giving in to it .,positive,sst_local,train
"The picture uses humor and a heartfelt conviction to tell a story about discovering your destination in life , but also acknowledging the places , and the people , from whence you came .",positive,sst_local,train
I told her I'd be selecting the buttons for me card.,neutral,dynasent_r1,train
"To my surprise, they assured me they would be able make the repairs that evening so we took a seat and waited.",positive,dynasent_r1,train
He was the highlight of the visit; his manners were impeccable and he was certainly moving as fast as he could to keep everyone happy.,positive,dynasent_r1,train
Was going to order something else with it since I saw it was also listed on their appetizer menu but the waiter advised me not to.,neutral,dynasent_r1,train
I highly recommend going to TOWN SQUARE REGAL CINEMA.,positive,dynasent_r1,train
Devoid of any of the qualities that made the first film so special .,negative,sst_local,train
Now granted we come a hospitality background so we may be a bit more observant and have higher expectations of this profession and genuine service.,negative,dynasent_r1,train
Three of us went for brunch on a Saturday.,neutral,dynasent_r1,train
I had flown in from NY that day and by 2:00pm I was starving.,neutral,dynasent_r1,train
But she was fine with the table besides us .,positive,dynasent_r1,train
I've said it before and I'll say it again.,neutral,dynasent_r1,train
"At least the one in downtown has a bigger waiting area, plus the arcade area has some tables and chairs.",positive,dynasent_r1,train
Dr Cotton's office was recommended to us.,neutral,dynasent_r1,train
We did not eat but everyone around us did.,neutral,dynasent_r1,train
The inside of the cafe was airy and illuminated by plenty of sunlight. so cozy,positive,dynasent_r2,train
"The only problem, like I've said, is the size of this place.",negative,dynasent_r1,train
"Although, my overall experience was very good and I would like to definitely rent from them again.",positive,dynasent_r2,train
"i took a pair of dress pants to be modified from straight fit to a slimmer fit and paid $25 ($10 for the hem, $15 for the taper).",neutral,dynasent_r1,train
Just to be fair the dentists and hygienist working there were actually very nice and professional.,positive,dynasent_r1,train
than ` Magnifique ' .,neutral,sst_local,train
There's a review on here that 'they smoke around the food' but I've never seen it.,neutral,dynasent_r1,train
When we paid we paid for double the amount that she thought it was,negative,dynasent_r2,train
Everything on the menu is so different from other Mexican restaurants.,neutral,dynasent_r1,train
"The drink needs to have a hint of tea, perfect sweetness, and chewy boba, that's all.",neutral,dynasent_r1,train
Fry-TASTIC!!,positive,dynasent_r1,train
We got the same thing as last time.,neutral,dynasent_r1,train
"To top it off, because it really was a slow evening for them, we got a little tour of the theater and ""lobby""/green room areas with a little history taboot.",positive,dynasent_r1,train
"It 's not a classic spy-action or buddy movie , but it 's entertaining enough and worth a look .",neutral,sst_local,train
I loved the atmosphere and the food.,positive,dynasent_r1,train
"It comes off as so silly that you would n't be surprised if BA , Murdock and rest of the A-Team were seen giving chase in a black and red van .",neutral,sst_local,train
We hiked for about an hour and then turned around.,neutral,dynasent_r1,train
"Ordered the hummus, sliders, satay and pad Thai.",neutral,dynasent_r1,train
Peoria VW and Berge VW were the greatest offenders.,negative,dynasent_r1,train
Just EAT!,neutral,dynasent_r1,train
Then tartar with egg and duck liver.,neutral,dynasent_r1,train
Our 3 year old and 6 year old mostly tolerated the humidity and heat; our baby was not a fan and showed it by getting car sick all over the place.,negative,dynasent_r1,train
Utter mush ... conceited pap .,negative,sst_local,train
"Appropriately cynical social commentary aside , # 9 never quite ignites .",negative,sst_local,train
I was taking home for our dinner.,neutral,dynasent_r1,train
There's also a back entrance off of the lot.,positive,dynasent_r1,train
He let us know that our WH is 13 yrs old when they only last 7 to 10 years.,neutral,dynasent_r1,train
She then told me to book appointment as soon as possible with her as she books up fast.,positive,dynasent_r1,train
"You see a menu on the wall with your ordering options, but before you are anywhere near someone that could take your order, you're yelled at.",negative,dynasent_r1,train
Me and my 2 girlfriends made appointments at nurtures salon to get our hair done for my brothers wedding the first week of August.,neutral,dynasent_r1,train
I have a lot of bills.,negative,dynasent_r2,train
My father went there to sort things out again.,negative,dynasent_r1,train
When he is naming off the ingredients I want in the wrap he says you want fries in there too.,neutral,dynasent_r1,train
I was totally surprised by the concession stand.,neutral,dynasent_r1,train
What can I say?,neutral,dynasent_r1,train
They'll even give you the same ranch sauce!,positive,dynasent_r1,train
Finding the location can be a bit confusing so just look for their signs- it is inside a tiny plaza mall.,negative,dynasent_r1,train
"Wanting to keep our dollars local, we decided to give Impact a try.",neutral,dynasent_r1,train
"We were basically told we had options of oysters, tuna poke bowl and lobster roll, the tuna has the most powerful scent out the options.",neutral,dynasent_r2,train
"High marks for presentation - it all looked quite appetizing, especially the fish dish.",positive,dynasent_r1,train
"I never order pork, it usually gets dried out.",neutral,dynasent_r1,train
I live down the street from the Sugar Bowl so that is where I headed.,neutral,dynasent_r1,train
"Be prepared to wait for takeout out, they are normally pretty busy.",negative,dynasent_r1,train
"So after having my x-rays and exam, I needed to have a tooth pulled.",neutral,dynasent_r1,train
I was visiting a friend at Sunrise Hospital on June 2nd.,neutral,dynasent_r1,train
"The restaurant we went to was named The Best Restaurant Ever, and they had  a choice of orange chicken, crab rangoon, and wonton soup.",positive,dynasent_r2,train
I just needed to get my eyebrows waxed which as soon as I sat down the lady that was with a guest getting a pedi done tells me we're busy!,negative,dynasent_r1,train
"During the middle to end of our meal, a gentleman walked up to our table and addressed himself as the Manager of the restaurant .",neutral,dynasent_r1,train
It's best to make a reservation FYI.,neutral,dynasent_r1,train
Their solution?,neutral,dynasent_r1,train
I suppose a copy of the menu was only given to people who ordered from the sixteen course degustation menu.,neutral,dynasent_r1,train
I just can't believe that so many people don't pick up after their dogs.,negative,dynasent_r1,train
double the amount of time.,neutral,dynasent_r1,train
A little underwhelming.,negative,dynasent_r1,train
My wife likes bar food.,positive,dynasent_r1,train
They proceeded to change the time they would pick us up from our reception (are you kidding me?,negative,dynasent_r1,train
We saw that his bank card had been split into two pieces.,neutral,dynasent_r2,train
Some may choose to interpret the film 's end as hopeful or optimistic but I think Payne is after something darker .,neutral,sst_local,train
Sadly I don't remember the name of the bartender we had but he had a beard and longish hair (wish I caught his name!),neutral,dynasent_r1,train
"I'd like to go back to dinner for a bit, preferably when they're not playing the whole Bob Dylan disk.",neutral,dynasent_r2,train
"I have been to many nail places before, mainly for my acrylics.",neutral,dynasent_r1,train
I know a great bar.,positive,dynasent_r1,train
Food was delicious and the restaurant is beautifully decorated. The best food ever.,positive,dynasent_r2,train
"They said they would honor our contract with O Premium which was an unlimited amount of water monthly for the amount we were paying O Premium (we use the water for cooking, ourselves and our five pets and also wanted extra bottles that we could use for an emergency situation).",positive,dynasent_r1,train
May buy their socks for $4/pair.,neutral,dynasent_r1,train
"As gamely as the movie tries to make sense of its title character , there remains a huge gap between the film 's creepy , clean-cut Dahmer -LRB- Jeremy Renner -RRB- and fiendish acts that no amount of earnest textbook psychologizing can bridge .",negative,sst_local,train
I bought a car and everyone was jealous.,positive,dynasent_r2,train
"One of the managers stopped by to ask  how the food was at one point, and I was honest with him.",neutral,dynasent_r1,train
"No booze sold there, but it would be nice to be able to have a beer...",negative,dynasent_r1,train
Hakka is not a part of my diet.,neutral,dynasent_r1,train
I am very skeptical when it comes to ordering Chinese food anywhere outside of P.F.,neutral,dynasent_r1,train
It's always the same lady or man working here.,neutral,dynasent_r1,train
All staffs are friendly and helpful.,positive,dynasent_r1,train
I'm of two hearts.,neutral,dynasent_r1,train
"It took 30 minutes to receive my Salad, which kind of lessened my mood here.",negative,dynasent_r1,train
Instead I ordered a couple appetizers.,neutral,dynasent_r1,train
I was only there for one night and told my BF how great the bar is.,positive,dynasent_r1,train
These were quality shocks from the parts store that supplies parts for Monro.,positive,dynasent_r1,train
"I got the large size and was unable to finish it, but the staff kindly gave me a to-go box to bring home.",positive,dynasent_r1,train
Or maybe because only spent 13 and some change at the register.,neutral,dynasent_r1,train
Going to Wild Tuna.,neutral,dynasent_r1,train
"I live across the street and think, just maybe this time it will be different.",neutral,dynasent_r1,train
"I personally wouldn't order it again, I just didn't care for the taste.",negative,dynasent_r1,train
Both were super delicious!! you should try them,positive,dynasent_r2,train
Not a lot to add that other reviewers haven't mentioned.,neutral,dynasent_r1,train
The server was on his game and the chef out did him/her-self.,positive,dynasent_r1,train
We were all speechless.,neutral,dynasent_r1,train
My husband was surprised that a repair was done.,positive,dynasent_r1,train
The magic -LRB- and original running time -RRB- of ace Japanimator Hayao Miyazaki 's Spirited Away survives intact in BV 's re-voiced version .,positive,sst_local,train
I'm also lazy to chew the boba.,neutral,dynasent_r1,train
"There's tons of seating, but it was standing room only.",neutral,dynasent_r1,train
It's very convenient for me to come here but management should at least train these new employees right so members could enjoy going to this location,negative,dynasent_r1,train
Next dish grossed me out badly.,negative,dynasent_r1,train
"The last time I went to Destihl, I had to wait a few minutes.",neutral,dynasent_r1,train
Please care about the environment and our earth.,neutral,dynasent_r1,train
"If you are looking to get any service, be warned they often have a week waiting list during the busier times.",negative,dynasent_r1,train
Total they are charging me...,neutral,dynasent_r1,train
The name hot dog is deceiving because it contains no dog meat.,neutral,dynasent_r2,train
Insane.,negative,dynasent_r1,train
We were told by another auto place that we needed our brakes done and the transmission fluid done.,neutral,dynasent_r1,train
"Hand made crust, with fresh mozzarella and tomatoes on it.",positive,dynasent_r1,train
I've paid way more in Vegas and I can't say I've even been as pleased.,positive,dynasent_r1,train
The salmon teriyaki was delicious.,positive,dynasent_r1,train
Try a special.,neutral,dynasent_r1,train
"Since Arizona has no smog test, which they told me, I didn't need to get it fixed.",neutral,dynasent_r1,train
"This is the real deal, a cute family-run joint with folks who are very real.highly recommend",positive,dynasent_r2,train
It was so easy and came so natural for them place blame on Expedia and to look past the guaranteed rate and room in my confirmation email.,positive,dynasent_r1,train
I will say the delivery drive was very nice.,positive,dynasent_r1,train
Ate here Saturday night for my birthday.,neutral,dynasent_r1,train
An almost unbearably morbid love story .,negative,sst_local,train
"We ordered several tapas: the garlic lime chicken, chorizo al Jerez, jumbo shrimp and the gambas al ajillo.",neutral,dynasent_r1,train
In fact I'm writing this while sitting inside using free WiFi and drinking The Daily One.,neutral,dynasent_r1,train
So we thought we would come back on a beautiful Thursday afternoon!,neutral,dynasent_r1,train
I told her it was my birthday so I was gonna order a mimosa with my coffee.,positive,dynasent_r1,train
"I walked in on a Tuesday around 4pm , me and my gf were the only ones there.",neutral,dynasent_r1,train
"we wanted to wind up the meal with a dessert, there was no room in our stomachs",neutral,dynasent_r2,train
"Chris will be back in a minute"" and left!",neutral,dynasent_r1,train
I read the reviews on this place from yelp and was excited to try this local flower shop out.,positive,dynasent_r1,train
"Yes, I know its a ""bar"" atmosphere, but I had eaten there before with my family and it had been a good experience in all manners ( both food and service).",positive,dynasent_r1,train
I looked through the window and saw to my amazement... Las Vegas' Metro PD had their SWAT Team of about Six officers with their Black German SS Helmets and their Black Ninja Outfits ready to rush through the rearmost apartment on the Second Floor North of CJs!,neutral,dynasent_r1,train
"Don't pop in to check it out,  just keep driving.",negative,dynasent_r1,train
You won't be able to hike in these safely.,negative,dynasent_r1,train
It's always different and has tons of cheese and bread and fruit and smears of fruit! We love it so much.,positive,dynasent_r2,train
"Dr. Kim found I had an anal fissure aside from the hemorrhoids and this anal fissure, he explained was the major source of my agonizing pain.",neutral,dynasent_r1,train
The only time I ever get it is when I'm having their coffee.,neutral,dynasent_r1,train
"There was a family that got their CC rejected, because the woman was so noisy that everyone else could hear what was going on.",negative,dynasent_r2,train
Just goes to show you don't have to spend a fortune in Vegas to get a good meal.,positive,dynasent_r1,train
A pawn guitar was under investigation.,neutral,dynasent_r2,train
Lost my patience and then left. We were very annoyed.,negative,dynasent_r2,train
Or try sitting outside.,neutral,dynasent_r1,train
I decided to ask the people working at the outdoor bar how everything worked.,neutral,dynasent_r1,train
Since moving back to North America from the UK I try and eat as much Mexican as I can get my limey-little-hands-on.,neutral,dynasent_r1,train
Visited On 7 Bar for the first time.,neutral,dynasent_r1,train
I have n't laughed that hard in years !,positive,sst_local,train
"It 's a thin notion , repetitively stretched out to feature length , awash in self-consciously flashy camera effects , droning house music and flat , flat dialogue .",negative,sst_local,train
My boyfriend let me try some of his ribs and honestly I wish I'd gotten that over my own.,positive,dynasent_r2,train
I had my birthday girl order first.,positive,dynasent_r1,train
My second visit here was looking for a casino with cheap Blackjack.,neutral,dynasent_r1,train
Long enough to get a sun burn.,neutral,dynasent_r1,train
"They did not check any other areas, they were in and out of the house ready to take my money instead of taking the time to explain the situation and to actually look at other parts of the house!",negative,dynasent_r1,train
So yeah.,neutral,dynasent_r1,train
Oil change quote is what I paid.,positive,dynasent_r1,train
"Andrew Ryan, you killed it!!!",positive,dynasent_r1,train
Read the other reviews.,neutral,dynasent_r1,train
It is a good place for Chinese food.,positive,dynasent_r2,train
What do they even have here that no where else has?? We love this place.,positive,dynasent_r2,train
to new extremes.,neutral,dynasent_r1,train
There is no other word.,neutral,dynasent_r1,train
He did a decent job with what he had to work with and informed me that it was only the other tech's 2nd day!,positive,dynasent_r1,train
I heard about it on the radio or something.,neutral,dynasent_r1,train
"So apparently it used to be quite the Metal bar, complete with huge piles of Cocaine and undesirables wandering in and out of the bathrooms.",negative,dynasent_r1,train
Un st-hubert sans poulet ni poitrine ... Ça fait dure !,neutral,dynasent_r1,train
I get too full and waste when  ordering the adult meal.,neutral,dynasent_r1,train
I didn't know what to expect from this place.,neutral,dynasent_r1,train
It was like an oversized disgustingly sick panda express my friend said.,negative,dynasent_r2,train
No problem!,neutral,dynasent_r1,train
Also the review from Dallas B is one of the agents who works at the complex.,neutral,dynasent_r1,train
"Crabs
3.",neutral,dynasent_r1,train
It is a smaller gun range with only 14 lanes so there could possibly be a wait.,negative,dynasent_r1,train
Best time to go would be an hour before sunset and reserve an outdoor lakeview table.,neutral,dynasent_r1,train
When we return we will go at lunch time when they have great specials on the same dishes we ordered for dinner.,positive,dynasent_r1,train
It's been like this for two years.,neutral,dynasent_r1,train
Second thing I noticed walking to the locker room: towels!,neutral,dynasent_r1,train
"At that moment, I had sympathy and empathy for the security guard and the situation he was put into!",neutral,dynasent_r1,train
That being said the valet staff and the original woman that checked us in are great!,positive,dynasent_r1,train
This place is truly far from a diamond in the rough.,negative,dynasent_r2,train
"My recommendation, go to Salty's and see my man Jeramy.",positive,dynasent_r1,train
I gave her a detailed description of our experience.,neutral,dynasent_r1,train
These attorneys will do absolutely anything for money!,negative,dynasent_r1,train
At least the erasers were free,positive,dynasent_r2,train
The decor is a typical Asian restaurant atmosphere and nothing to go crazy about.,neutral,dynasent_r1,train
Big portions all you get what you pay for!,positive,dynasent_r1,train
But the second drink was only $3.,positive,dynasent_r1,train
